image_path,lat,lon
"data/raw/us_streetview/images/42.42768943194724,-114.34402799595097.jpg",42.42768943194724,-114.34402799595097
"data/raw/us_streetview/images/41.62912802622709,-71.52930050767114.jpg",41.62912802622709,-71.52930050767114
"data/raw/us_streetview/images/38.943275086860794,-94.26892047562778.jpg",38.943275086860794,-94.26892047562778
"data/raw/us_streetview/images/37.10237532763729,-78.0350987952287.jpg",37.10237532763729,-78.0350987952287
"data/raw/us_streetview/images/41.75234062254298,-103.3220818358553.jpg",41.75234062254298,-103.3220818358553
"data/raw/us_streetview/images/46.49730551998147,-93.86086831639898.jpg",46.49730551998147,-93.86086831639898
"data/raw/us_streetview/images/34.795213830426164,-85.00380451533005.jpg",34.795213830426164,-85.00380451533005
"data/raw/us_streetview/images/31.76910498796245,-86.16243262529635.jpg",31.76910498796245,-86.16243262529635
"data/raw/us_streetview/images/29.67967170204354,-112.37136202109639.jpg",29.67967170204354,-112.37136202109639
"data/raw/us_streetview/images/41.79464394454406,-124.17011898196877.jpg",41.79464394454406,-124.17011898196877
"data/raw/us_streetview/images/40.012075422667735,-81.70024603077792.jpg",40.012075422667735,-81.70024603077792
"data/raw/us_streetview/images/30.184707966653704,-92.46249252009054.jpg",30.184707966653704,-92.46249252009054
"data/raw/us_streetview/images/43.067278046097464,-70.92554616840943.jpg",43.067278046097464,-70.92554616840943
"data/raw/us_streetview/images/42.50934303520363,-92.4567293828614.jpg",42.50934303520363,-92.4567293828614
"data/raw/us_streetview/images/42.05833350387752,-101.04034636644829.jpg",42.05833350387752,-101.04034636644829
"data/raw/us_streetview/images/30.741296257038393,-93.25490952591161.jpg",30.741296257038393,-93.25490952591161
"data/raw/us_streetview/images/32.59193610182397,-97.31952296176954.jpg",32.59193610182397,-97.31952296176954
"data/raw/us_streetview/images/32.63932351790302,-80.19427029946868.jpg",32.63932351790302,-80.19427029946868
"data/raw/us_streetview/images/38.226171573638446,-77.50196966234728.jpg",38.226171573638446,-77.50196966234728
"data/raw/us_streetview/images/35.78319676714534,-84.5728456118751.jpg",35.78319676714534,-84.5728456118751
"data/raw/us_streetview/images/28.484211827299077,-81.59449256049021.jpg",28.484211827299077,-81.59449256049021
"data/raw/us_streetview/images/35.32721493617589,-83.20092095777804.jpg",35.32721493617589,-83.20092095777804
"data/raw/us_streetview/images/34.92682393547202,-85.34333048590848.jpg",34.92682393547202,-85.34333048590848
"data/raw/us_streetview/images/45.674352817860765,-73.92596885746337.jpg",45.674352817860765,-73.92596885746337
"data/raw/us_streetview/images/30.075287644504364,-99.24113206328762.jpg",30.075287644504364,-99.24113206328762
"data/raw/us_streetview/images/46.493113684501374,-89.01225980488182.jpg",46.493113684501374,-89.01225980488182
"data/raw/us_streetview/images/44.61978625137853,-89.90439829529552.jpg",44.61978625137853,-89.90439829529552
"data/raw/us_streetview/images/40.898865805196124,-97.88352316874008.jpg",40.898865805196124,-97.88352316874008
"data/raw/us_streetview/images/45.40830551867949,-122.27959062093474.jpg",45.40830551867949,-122.27959062093474
"data/raw/us_streetview/images/35.79696073261721,-84.25132002816088.jpg",35.79696073261721,-84.25132002816088
"data/raw/us_streetview/images/26.977752958096648,-80.08245367768393.jpg",26.977752958096648,-80.08245367768393
"data/raw/us_streetview/images/25.599859114096933,-103.4906588074176.jpg",25.599859114096933,-103.4906588074176
"data/raw/us_streetview/images/45.02236038440384,-92.91919843036641.jpg",45.02236038440384,-92.91919843036641
"data/raw/us_streetview/images/37.75045750694959,-77.14573394501186.jpg",37.75045750694959,-77.14573394501186
"data/raw/us_streetview/images/35.91688873451291,-84.91796820824233.jpg",35.91688873451291,-84.91796820824233
"data/raw/us_streetview/images/35.81243720280196,-84.23636671692822.jpg",35.81243720280196,-84.23636671692822
"data/raw/us_streetview/images/37.47424066468801,-80.156274125039.jpg",37.47424066468801,-80.156274125039
"data/raw/us_streetview/images/41.48668331111534,-87.91865103307646.jpg",41.48668331111534,-87.91865103307646
"data/raw/us_streetview/images/34.42944771939687,-119.64959485354032.jpg",34.42944771939687,-119.64959485354032
"data/raw/us_streetview/images/37.601462764695704,-99.35460855025273.jpg",37.601462764695704,-99.35460855025273
"data/raw/us_streetview/images/43.2746252869781,-89.35838495118458.jpg",43.2746252869781,-89.35838495118458
"data/raw/us_streetview/images/39.639521557341176,-75.49700189093176.jpg",39.639521557341176,-75.49700189093176
"data/raw/us_streetview/images/33.00437580499553,-80.13975028367375.jpg",33.00437580499553,-80.13975028367375
"data/raw/us_streetview/images/45.15709020340934,-75.19623238800688.jpg",45.15709020340934,-75.19623238800688
"data/raw/us_streetview/images/33.00901186096569,-80.22113493219325.jpg",33.00901186096569,-80.22113493219325
"data/raw/us_streetview/images/43.45283057414605,-76.43846752356511.jpg",43.45283057414605,-76.43846752356511
"data/raw/us_streetview/images/35.39168526656975,-120.85140042164471.jpg",35.39168526656975,-120.85140042164471
"data/raw/us_streetview/images/35.13225863264188,-96.7711017528332.jpg",35.13225863264188,-96.7711017528332
