image_path,lat,lon
"dataset/united_states/grid-0-0/45.536469517518455,-122.4347445254213.jpg",45.536469517518455,-122.4347445254213
"dataset/united_states/grid-0-0/45.5407238182475,-123.13079028345737.jpg",45.5407238182475,-123.13079028345737
"dataset/united_states/grid-0-0/45.54158383871847,-122.6790757103257.jpg",45.54158383871847,-122.6790757103257
"dataset/united_states/grid-0-0/45.54175450683221,-122.63996161178434.jpg",45.54175450683221,-122.63996161178434
"dataset/united_states/grid-0-0/45.54197299559817,-122.52918384498118.jpg",45.54197299559817,-122.52918384498118
"dataset/united_states/grid-0-0/45.542081117269255,-122.59385621674278.jpg",45.542081117269255,-122.59385621674278
"dataset/united_states/grid-0-0/45.54409450056417,-122.8112804271084.jpg",45.54409450056417,-122.8112804271084
"dataset/united_states/grid-0-0/45.54465895818966,-123.10648733915616.jpg",45.54465895818966,-123.10648733915616
"dataset/united_states/grid-0-0/45.54732789438067,-123.17485064430298.jpg",45.54732789438067,-123.17485064430298
"dataset/united_states/grid-0-0/45.549245789417625,-122.91606359444886.jpg",45.549245789417625,-122.91606359444886
"dataset/united_states/grid-0-0/45.55034980559802,-122.8050885139062.jpg",45.55034980559802,-122.8050885139062
"dataset/united_states/grid-0-0/45.556090624216864,-122.69916405770827.jpg",45.556090624216864,-122.69916405770827
"dataset/united_states/grid-0-0/45.559329097544406,-122.69150632502263.jpg",45.559329097544406,-122.69150632502263
"dataset/united_states/grid-0-0/45.560820313706415,-122.516073818495.jpg",45.560820313706415,-122.516073818495
"dataset/united_states/grid-0-0/45.566698371499285,-121.18924635888116.jpg",45.566698371499285,-121.18924635888116
"dataset/united_states/grid-0-0/45.56753034279434,-122.86007868935282.jpg",45.56753034279434,-122.86007868935282
"dataset/united_states/grid-0-0/45.567869542121485,-122.90941019830464.jpg",45.567869542121485,-122.90941019830464
"dataset/united_states/grid-0-0/45.57042709330018,-122.6735371061331.jpg",45.57042709330018,-122.6735371061331
"dataset/united_states/grid-0-0/45.5715589867352,-122.62819553265093.jpg",45.5715589867352,-122.62819553265093
"dataset/united_states/grid-0-0/45.57789847055551,-118.58894847269384.jpg",45.57789847055551,-118.58894847269384
"dataset/united_states/grid-0-0/45.57812493427572,-122.44069806376253.jpg",45.57812493427572,-122.44069806376253
"dataset/united_states/grid-0-0/45.57920785463125,-122.66360065520959.jpg",45.57920785463125,-122.66360065520959
"dataset/united_states/grid-0-0/45.58707492918438,-122.31431489172232.jpg",45.58707492918438,-122.31431489172232
"dataset/united_states/grid-0-0/45.58795889948207,-122.43980168039343.jpg",45.58795889948207,-122.43980168039343
"dataset/united_states/grid-0-0/45.58915294352495,-122.78477324870629.jpg",45.58915294352495,-122.78477324870629
"dataset/united_states/grid-0-0/45.59473263329237,-119.52915103903635.jpg",45.59473263329237,-119.52915103903635
"dataset/united_states/grid-0-0/45.59550174466776,-122.40197708722901.jpg",45.59550174466776,-122.40197708722901
